iter	F1	Logloss
289	0.9937202664	0.05011862927
290	0.9939117199	0.04999502658
291	0.9944814462	0.04977912604
292	0.9944814462	0.04956749892
293	0.9944814462	0.04953152549
294	0.9944814462	0.04947815282
295	0.9946747813	0.04913802682
296	0.9950532725	0.0491031213
297	0.9954320518	0.04906884945
298	0.996194825	0.04903566336
299	0.996194825	0.04889633544
300	0.9963857714	0.04864084895
301	0.9973394147	0.04860769839
302	0.9977203647	0.0484972277
303	0.997148831	0.04814380872
304	0.997148831	0.0480925719
305	0.9979107312	0.04806020885
306	0.9979107312	0.04797245135
307	0.9979107312	0.04794099384
308	0.9979107312	0.0475366328
309	0.9979107312	0.04736985853
310	0.9979107312	0.04733887332
311	0.9979107312	0.04728898492
312	0.9979107312	0.04692099999
313	0.9979107312	0.04665878457
314	0.9979107312	0.04645468413
315	0.9979107312	0.04642487383
316	0.9979107312	0.04606240217
317	0.9979107312	0.04598543614
318	0.9979107312	0.04560324155
319	0.9979107312	0.04526420626
320	0.9979107312	0.04522860445
321	0.9979107312	0.04493286536
322	0.9979107312	0.04489749317
323	0.9979107312	0.04460763506
324	0.9979107312	0.04456074712
325	0.9979107312	0.04449367416
326	0.9979107312	0.04446497491
327	0.9979107312	0.04443195627
328	0.9979107312	0.04440333978
329	0.9979107312	0.04437579898
330	0.9979107312	0.04419556946
331	0.9979107312	0.04391752888
332	0.9979107312	0.04388897458
333	0.9979107312	0.04384490532
334	0.9979107312	0.04356447868
335	0.9979107312	0.04353754775
336	0.9979107312	0.04339221324
337	0.9979107312	0.04336202631
338	0.9979107312	0.04331853748
339	0.9979107312	0.04321501295
340	0.9979107312	0.04308837285
341	0.9979107312	0.04304530181
342	0.9979107312	0.04301895223
343	0.9979107312	0.04299241496
344	0.9979107312	0.04275485262
345	0.9979107312	0.04272897011
346	0.9979107312	0.04270047935
347	0.9979107312	0.04245680841
348	0.9979107312	0.04213492125
349	0.9979107312	0.04210631967
350	0.9979107312	0.04206311516
351	0.9979107312	0.04177360501
352	0.998100304	0.04173243654
353	0.998100304	0.04170449739
354	0.998100304	0.0416802564
355	0.998100304	0.04144822686
356	0.998100304	0.04142393752
357	0.998100304	0.04139740921
358	0.998100304	0.04127986549
359	0.998100304	0.04125390742
360	0.998100304	0.04113905186
361	0.998100304	0.04110052843
362	0.998100304	0.04107565997
363	0.998100304	0.0410368626
364	0.998100304	0.04084677646
365	0.9982905983	0.04082202073
366	0.9982905983	0.04071561402
367	0.9982905983	0.04069171928
368	0.9982905983	0.0406680219
369	0.9982905983	0.04064504945
370	0.9982905983	0.04062251759
371	0.9982905983	0.04060036679
372	0.9982905983	0.04036190753
373	0.9982905983	0.04005071486
374	0.9982905983	0.03988128723
375	0.9982905983	0.03985937544
376	0.9982905983	0.03983811681
377	0.9982905983	0.03979809721
378	0.9982905983	0.03977758773
379	0.9982905983	0.03975674349
380	0.9982905983	0.03958750556
381	0.9982905983	0.03930091103
382	0.9982905983	0.03908569905
383	0.9982905983	0.03906516831
384	0.9982905983	0.03885059202
385	0.9982905983	0.03862362841
386	0.9982905983	0.03858837833
387	0.9982905983	0.03838229406
388	0.9982905983	0.03836205956
389	0.9982905983	0.03831840429
390	0.9982905983	0.038168783
391	0.9982905983	0.03792335289
392	0.9982905983	0.03789203367
393	0.9982905983	0.03787181229
394	0.9982905983	0.03785184224
395	0.9982905983	0.03771637641
396	0.9982905983	0.0374237097
397	0.9982905983	0.03740435941
398	0.9982905983	0.03733906905
399	0.9982905983	0.03723821253
400	0.9982905983	0.03720807011
401	0.9984802432	0.03697536564
402	0.9984802432	0.03673829739
403	0.9984802432	0.0364385954
404	0.9984802432	0.03632960587
405	0.9984802432	0.03630004361
406	0.9984802432	0.0362809707
407	0.9984802432	0.03594419625
408	0.9984802432	0.03592544857
409	0.9984802432	0.03589114612
410	0.9984802432	0.03587246807
411	0.9984802432	0.03585428461
412	0.9984802432	0.03569399969
413	0.9984802432	0.03549830363
414	0.9984802432	0.03537354974
415	0.9984802432	0.03534482344
416	0.9984802432	0.03509048074
417	0.9984802432	0.03507228193
418	0.9984802432	0.03503539761
419	0.9984802432	0.03500633403
420	0.9984802432	0.0349886859
421	0.9984802432	0.03470773544
422	0.9984802432	0.03469045223
423	0.9984802432	0.03456995369
424	0.9984802432	0.03453155287
425	0.9984802432	0.03437701148
426	0.9984802432	0.03417379326
427	0.9984802432	0.03415644559
428	0.9984802432	0.03413961539
429	0.9984802432	0.03411264962
430	0.9984802432	0.03391446214
431	0.9984802432	0.03379272527
432	0.9984802432	0.03371383529
433	0.9984802432	0.03369720208
434	0.9984802432	0.03364778022
435	0.9984802432	0.03348430588
436	0.9984802432	0.03346775301
437	0.9984802432	0.033451435
438	0.9984802432	0.03338867088
439	0.9984802432	0.03321773827
440	0.9984802432	0.03320217779
441	0.9984802432	0.03311946703
442	0.9984802432	0.03308766801
443	0.9984802432	0.03306118212
444	0.9984802432	0.03291156726
445	0.9984802432	0.03288661483
446	0.9984802432	0.03287147202
447	0.9984802432	0.03285640234
448	0.9984802432	0.0327774347
449	0.9984802432	0.03266564469
450	0.9984802432	0.03265087655
451	0.9984802432	0.03247405565
452	0.9984802432	0.0324499993
453	0.9984802432	0.03243541876
454	0.9984802432	0.03224135603
455	0.9984802432	0.0322112572
456	0.9984802432	0.03201446686
457	0.9984802432	0.03198653132
458	0.9984802432	0.0319720088
459	0.9984802432	0.03195798143
460	0.9984802432	0.03177822062
461	0.9984802432	0.0317641368
462	0.9984802432	0.03174156022
463	0.9984802432	0.03156559452
464	0.9984802432	0.03143007282
465	0.9984802432	0.03141608863
466	0.9984802432	0.03126016446
467	0.9984802432	0.0312467307
468	0.9984802432	0.03121485587
469	0.9984802432	0.03103126399
470	0.9984802432	0.03101788914
471	0.9984802432	0.03094584491
472	0.9984802432	0.03085746337
473	0.9984802432	0.0308442471
474	0.9984802432	0.03083097912
475	0.9984802432	0.0307135435
476	0.9984802432	0.03069260618
477	0.9984802432	0.03059086013
478	0.9984802432	0.03057026532
479	0.9984802432	0.03052737535
480	0.9984802432	0.03049272904
481	0.9984802432	0.03047993013
482	0.9984802432	0.03033842295
483	0.9984802432	0.0303064229
484	0.9984802432	0.03026946155
485	0.9984802432	0.03013355742
486	0.9984802432	0.03012094082
487	0.9984802432	0.03010864154
488	0.9984802432	0.02997157403
489	0.9984802432	0.02988874228
490	0.9984802432	0.02987647075
491	0.9984802432	0.02968243275
492	0.9984802432	0.0296625286
493	0.9984802432	0.02949733065
494	0.9984802432	0.02948517467
495	0.9984802432	0.02927065729
496	0.9984802432	0.02924586369
497	0.9984802432	0.02915655308
498	0.9984802432	0.02899035191
499	0.9984802432	0.02897824427
